	T [K]	r	c [mol/kg]	k [mS/cm]
2238	263.15	0.6	1.798	1.997
2239	273.15	0.6	1.798	2.965
2240	283.15	0.6	1.798	4.156
2241	293.15	0.6	1.798	5.523
2242	303.15	0.6	1.798	7.038
2243	313.15	0.6	1.798	8.601
2244	323.15	0.6	1.798	10.217
2245	333.15	0.6	1.798	11.92
2246	243.15	0.599	1.9	0.482
2247	253.15	0.599	1.9	0.988
2248	263.15	0.599	1.9	1.72
2249	273.15	0.599	1.9	2.605
2250	283.15	0.599	1.9	3.728
2251	293.15	0.599	1.9	5.032
2252	303.15	0.599	1.9	6.451
2253	313.15	0.599	1.9	7.982
2254	323.15	0.599	1.9	9.515
2255	333.15	0.599	1.9	11.103
2256	243.15	0.599	1.9	0.481
2257	253.15	0.599	1.9	0.976
2258	263.15	0.599	1.9	1.724
2259	273.15	0.599	1.9	2.601
2260	283.15	0.599	1.9	3.706
2261	293.15	0.599	1.9	4.998
2262	303.15	0.599	1.9	6.426
2263	313.15	0.599	1.9	7.963
2264	323.15	0.599	1.9	9.541
2265	333.15	0.599	1.9	11.189
2266	243.15	0.599	1.9	0.486
2267	253.15	0.599	1.9	1.008
2268	263.15	0.599	1.9	1.768
2269	273.15	0.599	1.9	2.709
2270	283.15	0.599	1.9	3.886
2271	293.15	0.599	1.9	5.254
2272	303.15	0.599	1.9	6.74
2273	313.15	0.599	1.9	8.347
2274	323.15	0.599	1.9	10.144
2275	333.15	0.599	1.9	11.823
2276	243.15	0.599	1.9	0.473
2277	253.15	0.599	1.9	1.012
2278	263.15	0.599	1.9	1.719
2279	273.15	0.599	1.9	2.613
2280	283.15	0.599	1.9	3.592
2281	293.15	0.599	1.9	5.115
2282	303.15	0.599	1.9	6.237
2283	313.15	0.599	1.9	7.741
2284	323.15	0.599	1.9	9.399
2285	333.15	0.599	1.9	11.319
2286	243.15	0.599	1.9	0.477
2287	253.15	0.599	1.9	0.988
2288	263.15	0.599	1.9	1.722
2289	273.15	0.599	1.9	2.633
2290	283.15	0.599	1.9	3.739
2291	293.15	0.599	1.9	4.963
2292	303.15	0.599	1.9	6.459
2293	313.15	0.599	1.9	7.931
2294	323.15	0.599	1.9	9.487
2295	333.15	0.599	1.9	11.145
2296	243.15	0.599	1.9	0.473
2297	253.15	0.599	1.9	0.98
2298	263.15	0.599	1.9	1.71
2299	273.15	0.599	1.9	2.608
2300	283.15	0.599	1.9	3.728
2301	293.15	0.599	1.9	5.025
2302	303.15	0.599	1.9	6.476
2303	313.15	0.599	1.9	8.022
2304	323.15	0.599	1.9	9.612
2305	333.15	0.599	1.9	11.306
2306	243.15	0.598	1.993	0.396
2307	253.15	0.598	1.993	0.856
2308	263.15	0.598	1.993	1.531
2309	273.15	0.598	1.993	2.369
2310	283.15	0.598	1.993	3.44
2311	293.15	0.598	1.993	4.688
2312	303.15	0.598	1.993	6.063
2313	313.15	0.598	1.993	7.581
2314	323.15	0.598	1.993	9.139
2315	333.15	0.598	1.993	10.765
2316	243.15	0.598	1.993	0.39
2317	253.15	0.598	1.993	0.835
2318	263.15	0.598	1.993	1.484
2319	273.15	0.598	1.993	2.285
2320	283.15	0.598	1.993	3.281
2321	293.15	0.598	1.993	4.471
2322	303.15	0.598	1.993	5.809
2323	313.15	0.598	1.993	7.292
2324	323.15	0.598	1.993	8.831
2325	333.15	0.598	1.993	10.554
2326	243.15	0.598	1.993	0.388
2327	253.15	0.598	1.993	0.837
2328	263.15	0.598	1.993	1.48
2329	273.15	0.598	1.993	2.292
2330	283.15	0.598	1.993	3.306
2331	293.15	0.598	1.993	4.49
2332	303.15	0.598	1.993	5.796
2333	313.15	0.598	1.993	7.328
2334	323.15	0.598	1.993	8.786
2335	333.15	0.598	1.993	10.44
2336	243.15	0.598	1.993	0.396
2337	253.15	0.598	1.993	0.862
2338	263.15	0.598	1.993	1.542
2339	273.15	0.598	1.993	2.395
2340	283.15	0.598	1.993	3.466
2341	293.15	0.598	1.993	4.765
2342	303.15	0.598	1.993	6.149
2343	313.15	0.598	1.993	7.69
2344	323.15	0.598	1.993	9.316
2345	333.15	0.598	1.993	11.063
2346	243.15	0.598	1.993	0.392
2347	253.15	0.598	1.993	0.851
2348	263.15	0.598	1.993	1.522
2349	273.15	0.598	1.993	2.366
2350	283.15	0.598	1.993	3.427
2351	293.15	0.598	1.993	4.629
2352	303.15	0.598	1.993	6.06
2353	313.15	0.598	1.993	7.577
2354	323.15	0.598	1.993	9.145
2355	333.15	0.598	1.993	10.797
2356	243.15	0.598	1.993	0.38
2357	253.15	0.598	1.993	0.855
2358	263.15	0.598	1.993	1.453
2359	273.15	0.598	1.993	2.243
2360	283.15	0.598	1.993	3.235
2361	293.15	0.598	1.993	4.413
2362	303.15	0.598	1.993	6.049
2363	313.15	0.598	1.993	7.142
2364	323.15	0.598	1.993	8.636
2365	333.15	0.598	1.993	10.232
2366	243.15	0.598	1.993	0.395
2367	253.15	0.598	1.993	0.856
2368	263.15	0.598	1.993	1.533
2369	273.15	0.598	1.993	2.375
2370	283.15	0.598	1.993	3.435
2371	293.15	0.598	1.993	4.688
2372	303.15	0.598	1.993	6.062
2373	313.15	0.598	1.993	7.554
2374	323.15	0.598	1.993	9.098
2375	333.15	0.598	1.993	10.724
2376	243.15	0.924	0.201	1.26
2377	253.15	0.924	0.201	1.683
2378	263.15	0.924	0.201	2.143
2379	273.15	0.924	0.201	2.571
2380	283.15	0.924	0.201	3.085
2381	293.15	0.924	0.201	3.618
2382	303.15	0.924	0.201	4.111
2383	313.15	0.924	0.201	4.58
2384	323.15	0.924	0.201	5.067
2385	333.15	0.924	0.201	5.481
2386	243.15	0.924	0.201	1.206
2387	253.15	0.924	0.201	1.601
2388	263.15	0.924	0.201	2.024
2389	273.15	0.924	0.201	2.447
2390	283.15	0.924	0.201	2.897
2391	293.15	0.924	0.201	3.367
2392	303.15	0.924	0.201	3.836
2393	313.15	0.924	0.201	4.312
2394	323.15	0.924	0.201	4.804
2395	333.15	0.924	0.201	5.29
2396	243.15	0.924	0.201	1.228
2397	253.15	0.924	0.201	1.633
2398	263.15	0.924	0.201	2.062
2399	273.15	0.924	0.201	2.49
2400	283.15	0.924	0.201	2.937
2401	293.15	0.924	0.201	3.399
2402	303.15	0.924	0.201	3.822
2403	313.15	0.924	0.201	4.367
2404	323.15	0.924	0.201	4.832
2405	333.15	0.924	0.201	5.299
2406	243.15	0.924	0.201	1.238
2407	253.15	0.924	0.201	1.65
2408	263.15	0.924	0.201	2.092
2409	273.15	0.924	0.201	2.528
2410	283.15	0.924	0.201	3.005
2411	293.15	0.924	0.201	3.467
2412	303.15	0.924	0.201	3.939
2413	313.15	0.924	0.201	4.435
2414	323.15	0.924	0.201	4.891
2415	333.15	0.924	0.201	5.38
2416	243.15	0.924	0.201	1.224
2417	253.15	0.924	0.201	1.626
2418	263.15	0.924	0.201	2.057
2419	273.15	0.924	0.201	2.49
2420	283.15	0.924	0.201	2.941
2421	293.15	0.924	0.201	3.409
2422	303.15	0.924	0.201	3.83
2423	313.15	0.924	0.201	4.284
2424	323.15	0.924	0.201	4.726
2425	333.15	0.924	0.201	5.207
2426	243.15	0.924	0.201	1.2
2427	253.15	0.924	0.201	1.596
2428	263.15	0.924	0.201	2.018
2429	273.15	0.924	0.201	2.442
2430	283.15	0.924	0.201	2.895
2431	293.15	0.924	0.201	3.354
2432	303.15	0.924	0.201	3.812
2433	313.15	0.924	0.201	4.274
2434	323.15	0.924	0.201	4.76
2435	333.15	0.924	0.201	5.225
2436	243.15	0.93	0.25	1.346
2437	253.15	0.93	0.25	1.793
2438	263.15	0.93	0.25	2.277
2439	273.15	0.93	0.25	2.776
2440	283.15	0.93	0.25	3.286
2441	293.15	0.93	0.25	3.822
2442	303.15	0.93	0.25	4.349
2443	313.15	0.93	0.25	4.899
2444	323.15	0.93	0.25	5.462
2445	333.15	0.93	0.25	6.032
2446	243.15	0.93	0.25	1.387
2447	253.15	0.93	0.25	1.85
2448	263.15	0.93	0.25	2.351
2449	273.15	0.93	0.25	2.859
2450	283.15	0.93	0.25	3.393
2451	293.15	0.93	0.25	3.949
2452	303.15	0.93	0.25	4.491
2453	313.15	0.93	0.25	5.057
2454	323.15	0.93	0.25	5.641
2455	333.15	0.93	0.25	6.212
2456	243.15	0.93	0.25	1.398
2457	253.15	0.93	0.25	1.866
2458	263.15	0.93	0.25	2.363
2459	273.15	0.93	0.25	2.876
2460	283.15	0.93	0.25	3.413
2461	293.15	0.93	0.25	3.977
2462	303.15	0.93	0.25	4.536
2463	313.15	0.93	0.25	5.098
2464	323.15	0.93	0.25	5.648
2465	333.15	0.93	0.25	6.213
2466	243.15	0.93	0.25	1.38
2467	253.15	0.93	0.25	1.84
2468	263.15	0.93	0.25	2.334
2469	273.15	0.93	0.25	2.839
2470	283.15	0.93	0.25	3.372
2471	293.15	0.93	0.25	3.907
2472	303.15	0.93	0.25	4.444
2473	313.15	0.93	0.25	5.008
2474	323.15	0.93	0.25	5.575
2475	333.15	0.93	0.25	6.143
2476	243.15	0.93	0.25	1.404
2477	253.15	0.93	0.25	1.871
2478	263.15	0.93	0.25	2.411
2479	273.15	0.93	0.25	2.934
2480	283.15	0.93	0.25	3.438
2481	293.15	0.93	0.25	3.966
2482	303.15	0.93	0.25	4.382
2483	313.15	0.93	0.25	4.797
2484	323.15	0.93	0.25	5.751
2485	333.15	0.93	0.25	6.332
2486	243.15	0.93	0.25	1.379
2487	253.15	0.93	0.25	1.826
2488	263.15	0.93	0.25	2.33
2489	273.15	0.93	0.25	2.579
2490	283.15	0.93	0.25	3.371
2491	293.15	0.93	0.25	3.94
2492	303.15	0.93	0.25	4.491
2493	313.15	0.93	0.25	5.059
2494	323.15	0.93	0.25	5.62
2495	333.15	0.93	0.25	6.192
2496	243.15	0.928	0.302	1.489
2497	253.15	0.928	0.302	2.001
2498	263.15	0.928	0.302	2.556
2499	273.15	0.928	0.302	3.103
2500	283.15	0.928	0.302	3.674
2501	293.15	0.928	0.302	4.283
2502	303.15	0.928	0.302	4.894
2503	313.15	0.928	0.302	5.53
2504	323.15	0.928	0.302	6.186
2505	333.15	0.928	0.302	6.883
2506	243.15	0.928	0.302	1.47
2507	253.15	0.928	0.302	1.969
2508	263.15	0.928	0.302	2.505
2509	273.15	0.928	0.302	3.043
2510	283.15	0.928	0.302	3.604
2511	293.15	0.928	0.302	4.2
2512	303.15	0.928	0.302	4.829
2513	313.15	0.928	0.302	5.519
2514	323.15	0.928	0.302	6.334
2515	333.15	0.928	0.302	7.53
2516	243.15	0.928	0.302	1.483
2517	253.15	0.928	0.302	1.99
2518	263.15	0.928	0.302	2.536
2519	273.15	0.928	0.302	3.079
2520	283.15	0.928	0.302	3.661
2521	293.15	0.928	0.302	4.283
2522	303.15	0.928	0.302	4.891
2523	313.15	0.928	0.302	5.53
2524	323.15	0.928	0.302	6.186
2525	333.15	0.928	0.302	6.847
2526	243.15	0.928	0.302	1.484
2527	253.15	0.928	0.302	1.999
2528	263.15	0.928	0.302	2.555
2529	273.15	0.928	0.302	3.11
2530	283.15	0.928	0.302	3.692
2531	293.15	0.928	0.302	4.324
2532	303.15	0.928	0.302	4.974
2533	313.15	0.928	0.302	5.651
2534	323.15	0.928	0.302	6.359
2535	333.15	0.928	0.302	7.114
2536	243.15	0.928	0.302	1.511
2537	253.15	0.928	0.302	2.032
2538	263.15	0.928	0.302	2.592
2539	273.15	0.928	0.302	3.157
2540	283.15	0.928	0.302	3.745
2541	293.15	0.928	0.302	4.359
2542	303.15	0.928	0.302	4.907
2543	313.15	0.928	0.302	5.614
2544	323.15	0.928	0.302	6.277
2545	333.15	0.928	0.302	6.962
2546	243.15	0.928	0.302	1.526
2547	253.15	0.928	0.302	2.053
2548	263.15	0.928	0.302	2.618
2549	273.15	0.928	0.302	3.177
2550	283.15	0.928	0.302	3.768
2551	293.15	0.928	0.302	4.388
2552	303.15	0.928	0.302	5.021
2553	313.15	0.928	0.302	5.668
2554	323.15	0.928	0.302	6.384
2555	333.15	0.928	0.302	7.25
2556	243.15	0.929	0.4	1.729
2557	253.15	0.929	0.4	2.34
2558	263.15	0.929	0.4	3.016
2559	273.15	0.929	0.4	3.698
2560	283.15	0.929	0.4	4.416
2561	293.15	0.929	0.4	5.152
2562	303.15	0.929	0.4	5.946
2563	313.15	0.929	0.4	6.779
2564	323.15	0.929	0.4	7.562
2565	333.15	0.929	0.4	8.219
2566	243.15	0.929	0.4	1.747
2567	253.15	0.929	0.4	2.372
2568	263.15	0.929	0.4	3.059
2569	273.15	0.929	0.4	3.753
2570	283.15	0.929	0.4	4.494
2571	293.15	0.929	0.4	5.268
2572	303.15	0.929	0.4	6.012
2573	313.15	0.929	0.4	6.781
2574	323.15	0.929	0.4	7.558
2575	333.15	0.929	0.4	8.356
2576	243.15	0.929	0.4	1.709
2577	253.15	0.929	0.4	2.318
2578	263.15	0.929	0.4	2.982
2579	273.15	0.929	0.4	3.659
2580	283.15	0.929	0.4	4.374
2581	293.15	0.929	0.4	5.133
2582	303.15	0.929	0.4	5.883
2583	313.15	0.929	0.4	6.688
2584	323.15	0.929	0.4	7.464
2585	333.15	0.929	0.4	8.24
2586	243.15	0.929	0.4	1.71
2587	253.15	0.929	0.4	2.321
2588	263.15	0.929	0.4	2.998
2589	273.15	0.929	0.4	3.688
2590	283.15	0.929	0.4	4.391
2591	293.15	0.929	0.4	5.146
2592	303.15	0.929	0.4	5.912
2593	313.15	0.929	0.4	6.676
2594	323.15	0.929	0.4	7.435
2595	333.15	0.929	0.4	8.202
2596	243.15	0.929	0.4	1.726
2597	253.15	0.929	0.4	2.343
2598	263.15	0.929	0.4	3.019
2599	273.15	0.929	0.4	3.698
2600	283.15	0.929	0.4	4.425
2601	293.15	0.929	0.4	5.193
2602	303.15	0.929	0.4	5.951
2603	313.15	0.929	0.4	6.742
2604	323.15	0.929	0.4	7.525
2605	333.15	0.929	0.4	8.311
2606	243.15	0.929	0.4	1.713
2607	253.15	0.929	0.4	2.333
2608	263.15	0.929	0.4	3.024
2609	273.15	0.929	0.4	3.723
2610	283.15	0.929	0.4	4.448
2611	293.15	0.929	0.4	5.238
2612	303.15	0.929	0.4	5.94
2613	313.15	0.929	0.4	6.737
2614	323.15	0.929	0.4	7.611
2615	333.15	0.929	0.4	8.505
2616	243.15	0.929	0.4	1.7
2617	253.15	0.929	0.4	2.306
2618	263.15	0.929	0.4	2.97
2619	273.15	0.929	0.4	3.667
2620	283.15	0.929	0.4	4.348
2621	293.15	0.929	0.4	5.075
2622	303.15	0.929	0.4	5.828
2623	313.15	0.929	0.4	6.6
2624	323.15	0.929	0.4	7.35
2625	333.15	0.929	0.4	8.206
2626	243.15	0.931	1.7	0.788
2627	253.15	0.931	1.7	1.419
2628	263.15	0.931	1.7	2.265
2629	273.15	0.931	1.7	3.252
2630	283.15	0.931	1.7	4.421
2631	293.15	0.931	1.7	5.739
2632	303.15	0.931	1.7	7.133
2633	313.15	0.931	1.7	8.614
2634	323.15	0.931	1.7	10.111
2635	333.15	0.931	1.7	11.593
2636	243.15	0.931	1.7	0.776
2637	253.15	0.931	1.7	1.396
2638	263.15	0.931	1.7	2.224
2639	273.15	0.931	1.7	3.185
2640	283.15	0.931	1.7	4.327
2641	293.15	0.931	1.7	5.639
2642	303.15	0.931	1.7	7.004
2643	313.15	0.931	1.7	8.438
2644	323.15	0.931	1.7	9.93
2645	333.15	0.931	1.7	11.481
2646	243.15	0.931	1.7	0.773
2647	253.15	0.931	1.7	1.396
2648	263.15	0.931	1.7	2.223
2649	273.15	0.931	1.7	3.186
2650	283.15	0.931	1.7	4.321
2651	293.15	0.931	1.7	5.619
2652	303.15	0.931	1.7	6.976
2653	313.15	0.931	1.7	8.421
2654	323.15	0.931	1.7	9.905
2655	333.15	0.931	1.7	11.451
2656	243.15	0.931	1.7	0.783
2657	253.15	0.931	1.7	1.419
2658	263.15	0.931	1.7	2.265
2659	273.15	0.931	1.7	3.255
2660	283.15	0.931	1.7	4.423
2661	293.15	0.931	1.7	5.736
2662	303.15	0.931	1.7	7.018
2663	313.15	0.931	1.7	8.449
2664	323.15	0.931	1.7	9.903
2665	333.15	0.931	1.7	11.439
2666	243.15	0.931	1.7	0.779
2667	253.15	0.931	1.7	1.415
2668	263.15	0.931	1.7	2.257
2669	273.15	0.931	1.7	3.247
2670	283.15	0.931	1.7	4.408
2671	293.15	0.931	1.7	5.749
2672	303.15	0.931	1.7	7.128
2673	313.15	0.931	1.7	8.585
2674	323.15	0.931	1.7	10.094
2675	333.15	0.931	1.7	11.557
2676	243.15	0.931	1.7	0.78
2677	253.15	0.931	1.7	1.419
2678	263.15	0.931	1.7	2.264
2679	273.15	0.931	1.7	3.256
2680	283.15	0.931	1.7	4.422
2681	293.15	0.931	1.7	5.745
2682	303.15	0.931	1.7	7.133
2683	313.15	0.931	1.7	8.608
2684	323.15	0.931	1.7	10.098
2685	333.15	0.931	1.7	11.618
2686	243.15	0.931	1.7	0.768
2687	253.15	0.931	1.7	1.396
2688	263.15	0.931	1.7	2.226
2689	273.15	0.931	1.7	3.197
2690	283.15	0.931	1.7	4.335
2691	293.15	0.931	1.7	5.636
2692	303.15	0.931	1.7	7.002
2693	313.15	0.931	1.7	8.449
2694	323.15	0.931	1.7	9.929
2695	333.15	0.931	1.7	11.454
2696	243.15	0.931	1.7	0.779
2697	253.15	0.931	1.7	1.431
2698	263.15	0.931	1.7	2.304
2699	273.15	0.931	1.7	3.331
2700	283.15	0.931	1.7	4.542
2701	293.15	0.931	1.7	5.933
2702	303.15	0.931	1.7	7.419
2703	313.15	0.931	1.7	9.037
2704	323.15	0.931	1.7	10.277
2705	333.15	0.931	1.7	11.339
2706	243.15	0.93	1.797	0.65
2707	253.15	0.93	1.797	1.225
2708	263.15	0.93	1.797	2.007
2709	273.15	0.93	1.797	2.926
2710	283.15	0.93	1.797	4.029
2711	293.15	0.93	1.797	5.298
2712	303.15	0.93	1.797	6.658
2713	313.15	0.93	1.797	8.12
2714	323.15	0.93	1.797	9.628
2715	333.15	0.93	1.797	11.116
2716	243.15	0.93	1.797	0.645
2717	253.15	0.93	1.797	1.214
2718	263.15	0.93	1.797	1.988
2719	273.15	0.93	1.797	2.9
2720	283.15	0.93	1.797	3.986
2721	293.15	0.93	1.797	5.23
2722	303.15	0.93	1.797	6.567
2723	313.15	0.93	1.797	8.041
2724	323.15	0.93	1.797	9.555
2725	333.15	0.93	1.797	11.098
2726	243.15	0.93	1.797	0.657
2727	253.15	0.93	1.797	1.248
2728	263.15	0.93	1.797	2.058
2729	273.15	0.93	1.797	3.028
2730	283.15	0.93	1.797	4.187
2731	293.15	0.93	1.797	5.549
2732	303.15	0.93	1.797	7.012
2733	313.15	0.93	1.797	8.6
2734	323.15	0.93	1.797	10.108
2735	333.15	0.93	1.797	11.695
2736	243.15	0.93	1.797	0.656
2737	253.15	0.93	1.797	1.247
2738	263.15	0.93	1.797	2.045
2739	273.15	0.93	1.797	2.994
2740	283.15	0.93	1.797	4.115
2741	293.15	0.93	1.797	5.408
2742	303.15	0.93	1.797	6.756
2743	313.15	0.93	1.797	8.207
2744	323.15	0.93	1.797	9.666
2745	333.15	0.93	1.797	11.179
2746	243.15	0.93	1.797	0.644
2747	253.15	0.93	1.797	1.217
2748	263.15	0.93	1.797	1.992
2749	273.15	0.93	1.797	2.912
2750	283.15	0.93	1.797	4.004
2751	293.15	0.93	1.797	5.262
2752	303.15	0.93	1.797	6.613
2753	313.15	0.93	1.797	8.056
2754	323.15	0.93	1.797	9.544
2755	333.15	0.93	1.797	11.111
2756	243.15	0.93	1.797	0.645
2757	253.15	0.93	1.797	1.219
2758	263.15	0.93	1.797	1.993
2759	273.15	0.93	1.797	2.914
2760	283.15	0.93	1.797	4.01
2761	293.15	0.93	1.797	5.278
2762	303.15	0.93	1.797	6.615
2763	313.15	0.93	1.797	8.057
2764	323.15	0.93	1.797	9.523
2765	333.15	0.93	1.797	11.041
2766	243.15	0.93	1.797	0.643
2767	253.15	0.93	1.797	1.218
2768	263.15	0.93	1.797	1.998
2769	273.15	0.93	1.797	2.923
2770	283.15	0.93	1.797	4.032
2771	293.15	0.93	1.797	5.312
2772	303.15	0.93	1.797	6.699
2773	313.15	0.93	1.797	8.165
2774	323.15	0.93	1.797	9.56
2775	333.15	0.93	1.797	11.087
2776	243.15	0.93	1.797	0.639
2777	253.15	0.93	1.797	1.205
2778	263.15	0.93	1.797	1.973
2779	273.15	0.93	1.797	2.877
2780	283.15	0.93	1.797	3.949
2781	293.15	0.93	1.797	5.192
2782	303.15	0.93	1.797	6.528
2783	313.15	0.93	1.797	8.029
2784	323.15	0.93	1.797	9.531
2785	333.15	0.93	1.797	11.053
2786	243.15	0.93	1.9	0.542
2787	253.15	0.93	1.9	1.055
2788	263.15	0.93	1.9	1.779
2789	273.15	0.93	1.9	2.578
2790	283.15	0.93	1.9	3.71
2791	293.15	0.93	1.9	4.558
2792	303.15	0.93	1.9	6.253
2793	313.15	0.93	1.9	7.541
2794	323.15	0.93	1.9	9.105
2795	333.15	0.93	1.9	10.382
2796	243.15	0.93	1.9	0.541
2797	253.15	0.93	1.9	1.056
2798	263.15	0.93	1.9	1.785
2799	273.15	0.93	1.9	2.666
2800	283.15	0.93	1.9	3.731
2801	293.15	0.93	1.9	4.972
2802	303.15	0.93	1.9	6.305
2803	313.15	0.93	1.9	7.758
2804	323.15	0.93	1.9	9.258
2805	333.15	0.93	1.9	10.819
2806	243.15	0.93	1.9	0.54
2807	253.15	0.93	1.9	1.059
2808	263.15	0.93	1.9	1.786
2809	273.15	0.93	1.9	2.668
2810	283.15	0.93	1.9	3.725
2811	293.15	0.93	1.9	4.864
2812	303.15	0.93	1.9	6.306
2813	313.15	0.93	1.9	7.743
2814	323.15	0.93	1.9	9.235
2815	333.15	0.93	1.9	10.814
2816	243.15	0.93	1.9	0.538
2817	253.15	0.93	1.9	1.065
2818	263.15	0.93	1.9	1.806
2819	273.15	0.93	1.9	2.706
2820	283.15	0.93	1.9	3.792
2821	293.15	0.93	1.9	5.056
2822	303.15	0.93	1.9	6.416
2823	313.15	0.93	1.9	7.89
2824	323.15	0.93	1.9	9.416
2825	333.15	0.93	1.9	11.011
2826	243.15	0.93	1.9	0.529
2827	253.15	0.93	1.9	1.043
2828	263.15	0.93	1.9	1.762
2829	273.15	0.93	1.9	2.633
2830	283.15	0.93	1.9	3.683
2831	293.15	0.93	1.9	4.909
2832	303.15	0.93	1.9	6.211
2833	313.15	0.93	1.9	7.664
2834	323.15	0.93	1.9	9.146
2835	333.15	0.93	1.9	10.668
2836	243.15	0.93	1.9	0.533
2837	253.15	0.93	1.9	1.05
2838	263.15	0.93	1.9	1.775
2839	273.15	0.93	1.9	2.654
2840	283.15	0.93	1.9	3.714
2841	293.15	0.93	1.9	4.957
2842	303.15	0.93	1.9	6.292
2843	313.15	0.93	1.9	7.748
2844	323.15	0.93	1.9	9.236
2845	333.15	0.93	1.9	10.798
2846	243.15	0.93	1.996	0.44
2847	253.15	0.93	1.996	0.898
2848	263.15	0.93	1.996	1.567
2849	273.15	0.93	1.996	2.39
2850	283.15	0.93	1.996	3.407
2851	293.15	0.93	1.996	4.612
2852	303.15	0.93	1.996	5.931
2853	313.15	0.93	1.996	7.395
2854	323.15	0.93	1.996	8.921
2855	333.15	0.93	1.996	10.474
2856	243.15	0.93	1.996	0.444
2857	253.15	0.93	1.996	0.906
2858	263.15	0.93	1.996	1.575
2859	273.15	0.93	1.996	2.409
2860	283.15	0.93	1.996	3.431
2861	293.15	0.93	1.996	4.634
2862	303.15	0.93	1.996	5.919
2863	313.15	0.93	1.996	7.339
2864	323.15	0.93	1.996	8.809
2865	333.15	0.93	1.996	10.346
2866	243.15	0.93	1.996	0.444
2867	253.15	0.93	1.996	0.91
2868	263.15	0.93	1.996	1.581
2869	273.15	0.93	1.996	2.42
2870	283.15	0.93	1.996	3.443
2871	293.15	0.93	1.996	4.643
2872	303.15	0.93	1.996	5.955
2873	313.15	0.93	1.996	7.403
2874	323.15	0.93	1.996	8.881
2875	333.15	0.93	1.996	10.45
2876	243.15	0.93	1.996	0.44
2877	253.15	0.93	1.996	0.905
2878	263.15	0.93	1.996	1.574
2879	273.15	0.93	1.996	2.408
2880	283.15	0.93	1.996	3.427
2881	293.15	0.93	1.996	4.63
2882	303.15	0.93	1.996	5.943
2883	313.15	0.93	1.996	7.386
2884	323.15	0.93	1.996	8.88
2885	333.15	0.93	1.996	10.448
2886	243.15	0.93	1.996	0.437
2887	253.15	0.93	1.996	0.895
2888	263.15	0.93	1.996	1.554
2889	273.15	0.93	1.996	2.371
2890	283.15	0.93	1.996	3.372
2891	293.15	0.93	1.996	4.552
2892	303.15	0.93	1.996	5.833
2893	313.15	0.93	1.996	7.259
2894	323.15	0.93	1.996	8.737
2895	333.15	0.93	1.996	10.308
2896	243.15	0.93	1.996	0.44
2897	253.15	0.93	1.996	0.906
2898	263.15	0.93	1.996	1.578
2899	273.15	0.93	1.996	2.408
2900	283.15	0.93	1.996	3.424
2901	293.15	0.93	1.996	4.619
2902	303.15	0.93	1.996	5.919
2903	313.15	0.93	1.996	7.361
2904	323.15	0.93	1.996	8.857
2905	333.15	0.93	1.996	10.448
2906	243.15	0.93	1.996	0.445
2907	253.15	0.93	1.996	0.925
2908	263.15	0.93	1.996	1.621
2909	273.15	0.93	1.996	2.486
2910	283.15	0.93	1.996	3.551
2911	293.15	0.93	1.996	4.824
2912	303.15	0.93	1.996	6.2
2913	313.15	0.93	1.996	7.693
2914	323.15	0.93	1.996	9.259
2915	333.15	0.93	1.996	10.889
2916	243.15	0.141	0.201	1.28
2917	253.15	0.141	0.201	1.706
2918	263.15	0.141	0.201	2.176
2919	273.15	0.141	0.201	2.625
2920	283.15	0.141	0.201	3.136
2921	293.15	0.141	0.201	3.664
2922	303.15	0.141	0.201	4.186
2923	313.15	0.141	0.201	4.742
2924	323.15	0.141	0.201	5.283
2925	333.15	0.141	0.201	5.85
2926	243.15	0.141	0.201	1.269
2927	253.15	0.141	0.201	1.694
2928	263.15	0.141	0.201	2.153
2929	273.15	0.141	0.201	2.614
2930	283.15	0.141	0.201	3.122
2931	293.15	0.141	0.201	3.656
2932	303.15	0.141	0.201	4.193
2933	313.15	0.141	0.201	4.748
2934	323.15	0.141	0.201	5.281
2935	333.15	0.141	0.201	5.857
2936	243.15	0.141	0.201	1.296
2937	253.15	0.141	0.201	1.739
2938	263.15	0.141	0.201	2.223
2939	273.15	0.141	0.201	2.705
2940	283.15	0.141	0.201	3.234
2941	293.15	0.141	0.201	3.777
2942	303.15	0.141	0.201	4.29
2943	313.15	0.141	0.201	4.812
2944	323.15	0.141	0.201	5.331
2945	333.15	0.141	0.201	5.889
2946	243.15	0.141	0.201	1.26
2947	253.15	0.141	0.201	1.684
2948	263.15	0.141	0.201	2.149
2949	273.15	0.141	0.201	2.605
2950	283.15	0.141	0.201	3.105
2951	293.15	0.141	0.201	3.633
2952	303.15	0.141	0.201	4.169
2953	313.15	0.141	0.201	4.726
2954	323.15	0.141	0.201	5.256
2955	333.15	0.141	0.201	5.813
2956	243.15	0.141	0.201	1.237
2957	253.15	0.141	0.201	1.648
2958	263.15	0.141	0.201	2.097
2959	273.15	0.141	0.201	2.542
2960	283.15	0.141	0.201	3.027
2961	293.15	0.141	0.201	3.523
2962	303.15	0.141	0.201	4.033
2963	313.15	0.141	0.201	4.573
2964	323.15	0.141	0.201	5.102
2965	333.15	0.141	0.201	5.647
2966	243.15	0.141	0.201	1.289
2967	253.15	0.141	0.201	1.722
2968	263.15	0.141	0.201	2.189
2969	273.15	0.141	0.201	2.657
2970	283.15	0.141	0.201	3.168
2971	293.15	0.141	0.201	3.685
2972	303.15	0.141	0.201	4.211
